jobTitle,jobClassification,jobSubClassification,advertiserName,companyName,nation,state,city,area,suburb,workType
Business Analyst /Data Scientist,Information & Communication Technology,Business/Systems Analysts,Metasoft Technologies Pty Ltd,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Data Scientist,Information & Communication Technology,Database Development & Administration,Ingram Micro Pty Ltd,Ingram Micro,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",Finite IT Recruitment Solutions,,Australia,Queensland,Brisbane,,,Contract/Temp
Junior Data Scientist - 6 Month Contract,Information & Communication Technology,Engineering - Software,Talent Insights Group Pty Ltd,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Contract/Temp
Data Scientist ,Science & Technology,"Mathematics, Statistics & Information Sciences",Six Degrees Executive Pty Ltd,,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Data Scientist,Information & Communication Technology,Developers/Programmers,Professional Search Group,,Australia,Western Australia,Perth,"CBD, Inner & Western Suburbs",perth,Full Time
"Senior Professional, Data Scientist",Information & Communication Technology,Business/Systems Analysts,CoreLogic,CoreLogic,Australia,New South Wales,Sydney,,,Full Time
Data Scientist,Information & Communication Technology,Developers/Programmers,THE ICONIC,The Iconic,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Software Developer - Full Stack | Data Scientist | Geospatial Analyst,Information & Communication Technology,Developers/Programmers,Australian Road Research Board,,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Software Developer - Full Stack | Data Scientist | Geospatial Analyst,Information & Communication Technology,Developers/Programmers,Australian Road Research Board,,Australia,Queensland,Brisbane,CBD & Inner Suburbs,brisbane,Full Time
Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",Cheq Limited,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Technical Test Engineer,Information & Communication Technology,Engineering - Software,EduCo International Pty Ltd,EduCo,Australia,South Australia,Adelaide,,adelaide,Full Time
Technical Test Engineer,Information & Communication Technology,Engineering - Software,EduCo International Pty Ltd,EduCo,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Front End Developer,Information & Communication Technology,Developers/Programmers,EduCo International Pty Ltd,EduCo,Australia,South Australia,Adelaide,,adelaide,Full Time
Front End Developer,Information & Communication Technology,Developers/Programmers,EduCo International Pty Ltd,EduCo,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Data Scientist,Information & Communication Technology,Consultants,HCL Australia Services Pty Ltd,HCL Australia Services,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Senior Data Scientist,Information & Communication Technology,Engineering - Software,Amplify Partners Pty Ltd,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Marine/Aquatic Data Scientist - Perth Office,Science & Technology,"Environmental, Earth & Geosciences",Hydrobiology Pty Ltd,,Australia,Western Australia,Perth,"CBD, Inner & Western Suburbs",perth,Full Time
Geospatial Data Scientist - Remote Sensing Specialist,Information & Communication Technology,Business/Systems Analysts,Fortescue Metals Group Ltd,Fortescue Metals Group,Australia,Western Australia,Perth,"CBD, Inner & Western Suburbs",perth,Full Time
Data Scientist,Information & Communication Technology,Database Development & Administration,EHG Services Pty Ltd,,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Data Scientist/Data Architect/ Technology Analyst/ Data Engineer,Information & Communication Technology,Engineering - Software,Elev8 Talent,,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Data Scientist,Information & Communication Technology,Consultants,Green Light PS Pty Ltd,,Australia,Australian Capital Territory,ACT,,,Contract/Temp
Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",Galileo Search,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Senior Data Scientist,Information & Communication Technology,Other,icare,iCare,Australia,New South Wales,Sydney,,,Full Time
Data Engineer,Information & Communication Technology,Engineering - Software,Scalene Group Pty Ltd,,Australia,Victoria,Melbourne,CBD & Inner Suburbs,cremorne,Full Time
Senior Data Scientist - The Most Data Rich Platform in the World!,Information & Communication Technology,Database Development & Administration,The Argyle Network,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Data Scientist,Information & Communication Technology,Architects,Hawksworth Consulting,,Australia,New South Wales,Sydney,,,Contract/Temp
Data Scientist- Maternity Leave Contract,Science & Technology,"Mathematics, Statistics & Information Sciences",Flybuys,,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Data Scientist,Information & Communication Technology,Developers/Programmers,Professional Search Group,,Australia,Western Australia,Perth,"CBD, Inner & Western Suburbs",perth,Full Time
Data Expert (Analytics) / Data Scientist,Information & Communication Technology,Developers/Programmers,Talent Street,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",redfern,Contract/Temp
Data Scientist,Banking & Financial Services,Analysis & Reporting,BizCover,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Data Scientist,Information & Communication Technology,Engineering - Software,Ethos BeathChapman,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Start your new career as a Data Analyst,Information & Communication Technology,Consultants,The Data School Pty Ltd,,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Start your new career as a Data Analyst,Information & Communication Technology,Consultants,The Data School Pty Ltd,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Data Scientist (Climate Risk),Consulting & Strategy,Analysts,Bluefin Resources Pty Limited,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Data Scientist,Healthcare & Medical,Other,Boehringer Ingelheim Pty Ltd,Boehringer Ingelheim,Australia,New South Wales,Sydney,Ryde & Macquarie Park,,Full Time
Data Scientist (Advanced),Information & Communication Technology,Database Development & Administration,IAG,IAG,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Data Scientist,Information & Communication Technology,Business/Systems Analysts,Recruitment Hive,,Australia,Australian Capital Territory,ACT,,canberra,Contract/Temp
Data Scientist,Information & Communication Technology,Other,Whizdom,,Australia,Australian Capital Territory,ACT,,canberra,Contract/Temp
Data Scientist,Information & Communication Technology,Database Development & Administration,face2face Recruitment,,Australia,Australian Capital Territory,ACT,,,Contract/Temp
Data Scientist,Accounting,Accounts Officers/Clerks,Bluefin Resources Pty Limited,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Data Scientist ,Information & Communication Technology,Consultants,Modis,,Australia,Australian Capital Territory,ACT,,,Contract/Temp
Senior Data Scientist,Banking & Financial Services,Analysis & Reporting,Bluefin Resources Pty Limited,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Data Scientist ,Banking & Financial Services,Analysis & Reporting,Bluefin Resources Pty Limited,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Data Scientist (Multiple Positions),Information & Communication Technology,Engineering - Software,RESOURCE23,,Australia,Australian Capital Territory,ACT,,canberra,Contract/Temp
Data Scientist,Information & Communication Technology,Developers/Programmers,Data#3 People Solutions QLD,Data#3,Australia,Queensland,Gold Coast,,southport,Contract/Temp
Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",SEEK Limited,SEEK,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Data Scientist,Information & Communication Technology,Developers/Programmers,ecareer employment services,,Australia,Australian Capital Territory,ACT,,canberra,Contract/Temp
Strategic Analyst and Data Scientist - Multiple Positions,Science & Technology,Other,Department of Defence,Australian Department of Defence,Australia,Australian Capital Territory,ACT,,canberra,Full Time
Strategic Analyst and Data Scientist - Multiple Positions,Government & Defence,Government - Federal,Department of Defence,Australian Department of Defence,Australia,Australian Capital Territory,ACT,,canberra,Full Time
Data Scientist- multiple positions!,Information & Communication Technology,Consultants,Ignite,,Australia,Australian Capital Territory,ACT,,canberra,Contract/Temp
Senior Data Scientist ,Information & Communication Technology,Consultants,Intellify,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Data Science,Information & Communication Technology,Other,Compas Pty Ltd,,Australia,Australian Capital Territory,ACT,,canberra,Contract/Temp
Tech Recruitment Consultants (Multiple Roles),Human Resources & Recruitment,Recruitment - Agency,TheDriveGroup,,Australia,New South Wales,Sydney,,surryhills,Full Time
Machine Learning Data Scientist (PHD),Science & Technology,"Mathematics, Statistics & Information Sciences",Susquehanna Pacific Pty Ltd,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",barangaroo,Full Time
Data Scientist,Information & Communication Technology,Developers/Programmers,The Recruitment Company,,Australia,New South Wales,Sydney,,,Full Time
Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",EHG Services Pty Ltd,,Australia,Western Australia,Perth,Northern Suburbs & Joondalup,joondalup,Full Time
Customer Insights Specialist  - Pharmaceuticals,Marketing & Communications,Market Research & Analysis,EvansPetersen Healthcare Pty Ltd,,Australia,New South Wales,Sydney,North West & Hills District,,Full Time
Data Scientist,Information & Communication Technology,Engineering - Network,FinXL IT Professional Services,,Australia,Australian Capital Territory,ACT,,canberra,Contract/Temp
Senior Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",Talent Insights Group Pty Ltd,,Australia,New South Wales,Sydney,,,Full Time
Machine Learning Engineer,Information & Communication Technology,Engineering - Software,Dynamic Crowd Measurement,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Lead Machine Learning Engineer,Information & Communication Technology,Engineering - Software,DAIDEC Analytics,,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Data Scientist,Information & Communication Technology,Database Development & Administration,Evergen,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",AUSGRID,Ausgrid,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",Dashdot,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",bondijunction,Full Time
Data Scientist,Information & Communication Technology,Developers/Programmers,Findex,Findex,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",Victoria University,Victoria University,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Contract/Temp
Data Scientist,Education & Training,Other,Victoria University,Victoria University,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Contract/Temp
Data Analyst / Junior Data Scientist,Information & Communication Technology,Other,Freelancer.com,Freelancer.com,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Data Scientist / Data Analyst,Information & Communication Technology,Developers/Programmers,REMPLAN,,Australia,Victoria,"Bendigo, Goldfields & Macedon Ranges",,bendigo,Full Time
Data Scientist - COKI,Information & Communication Technology,Other,Curtin University,Curtin University,Australia,Western Australia,Perth,Fremantle & Southern Suburbs,,Full Time
Data Scientist - COKI,Education & Training,Other,Curtin University,Curtin University,Australia,Western Australia,Perth,Fremantle & Southern Suburbs,,Full Time
Junior Data Scientist,Science & Technology,Modelling & Simulation,Correlate Resources,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Contract/Temp
Data Engineer,Information & Communication Technology,Engineering - Software,Eclipx Group,Eclipx Group,Australia,New South Wales,Sydney,North Shore & Northern Beaches,stleonards,Full Time
Business Improvement Specialist - Data Scientist,"Mining, Resources & Energy",Other,Newcrest Mining Limited,Newcrest Mining,Australia,New South Wales,Blue Mountains & Central West,,cadia,Full Time
Graduate Data Engineer,Engineering,Systems Engineering,OZ Minerals - Adelaide Airport,OZ Minerals,Australia,South Australia,Adelaide,,,Full Time
Data Modeler,Information & Communication Technology,Other,Paxus,,Australia,New South Wales,Sydney,,sydney,Contract/Temp
Data Modeller Lead,Information & Communication Technology,Team Leaders,Experis,,Australia,Australian Capital Territory,ACT,,canberra,Contract/Temp
APS 6 Data Analyst and APS6 Program Support Officer,Government & Defence,Government - Federal,First People Recruitment Solutions,,Australia,Australian Capital Territory,ACT,,canberra,Contract/Temp
